Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,21/02/2018 02:29:38,17649,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,113.320868,17649.0,0.0,17649,17649,17649,17649.0,0.0,17649,17649,0,0.0,0.0,0,0,0,0,0,0,40,0,113.320868,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:12:55,2796,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,715.3075823,2796.0,0.0,2796,2796,2796,2796.0,0.0,2796,2796,0,0.0,0.0,0,0,0,0,0,0,40,0,715.3075823,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
56909,6,21/02/2018 02:25:51,15654,5,2,935,249,935,0,187.0,418.1447118,249,0,124.5,176.0695885,75635.62029,447.1700524,2609.0,6134.585984,15129,7,15654,3913.5,7664.88567,15410,7,15129,15129.0,0.0,15129,15129,0,0,0,0,124,40,319.4071803,127.7628721,0,935,148.0,329.7171948,108713.4286,0,0,1,1,0,0,0,1,0,169.1428571,187.0,124.5,0,0,0,0,0,0,5,935,2,249,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:31:53,1222,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1636.661211,1222.0,0.0,1222,1222,1222,1222.0,0.0,1222,1222,0,0.0,0.0,0,0,0,0,0,0,40,0,1636.661211,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:20:37,2098,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,953.2888465,2098.0,0.0,2098,2098,2098,2098.0,0.0,2098,2098,0,0.0,0.0,0,0,0,0,0,0,40,0,953.2888465,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:14:35,17597,3,4,248,935,248,0,82.66666667,143.1828668,935,0,233.75,467.5,67227.3683,397.7950787,2932.833333,6519.800255,16215,3,16500,8250.0,11264.21102,16215,285,17592,5864.0,9224.096216,16498,25,0,0,0,0,72,92,170.4836052,227.3114735,0,935,147.875,329.6736211,108684.6964,0,0,1,1,0,0,0,1,1,169.0,82.66666667,233.75,0,0,0,0,0,0,3,248,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:17:56,1563,3,4,310,935,310,0,103.3333333,178.9785834,935,0,233.75,467.5,796545.1056,4478.566859,260.5,311.909442,782,3,1048,524.0,364.8670991,782,266,1560,520.0,507.2583168,1055,46,0,0,0,0,72,92,1919.385797,2559.181062,0,935,155.625,333.0748254,110938.8393,0,0,1,1,0,0,0,1,1,177.8571429,103.3333333,233.75,0,0,0,0,0,0,3,310,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
53171,6,21/02/2018 02:31:06,1272,5,2,935,267,935,0,187.0,418.1447118,267,0,133.5,188.7975106,944968.5535,5503.144654,212.0,294.9644046,774,9,1272,318.0,489.8006397,1042,9,774,774.0,0.0,774,774,0,0,0,0,124,40,3930.81761,1572.327044,0,935,150.25,330.5652086,109273.3571,0,0,1,1,0,0,0,1,0,171.7142857,187.0,133.5,0,0,0,0,0,0,5,935,2,267,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51191,6,21/02/2018 02:24:29,1262,5,2,935,309,935,0,187.0,418.1447118,309,0,154.5,218.4959954,985736.9255,5546.751189,210.3333333,255.4851594,658,6,1262,315.5,442.8487326,954,6,658,658.0,0.0,658,658,0,0,0,0,124,40,3961.965135,1584.786054,0,935,155.5,333.0087944,110894.8571,0,0,1,1,0,0,0,1,0,177.7142857,187.0,154.5,0,0,0,0,0,0,5,935,2,309,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
61447,6,21/02/2018 02:20:55,1064,5,2,935,315,935,0,187.0,418.1447118,315,0,157.5,222.7386361,1174812.03,6578.947368,177.3333333,194.5555619,483,10,1064,266.0,367.1157856,797,10,483,483.0,0.0,483,483,0,0,0,0,124,40,4699.24812,1879.699248,0,935,156.25,333.4104078,111162.5,0,0,1,1,0,0,0,1,0,178.5714286,187.0,157.5,0,0,0,0,0,0,5,935,2,315,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:14:40,20287,3,4,316,935,316,0,105.3333333,182.4426851,935,0,233.75,467.5,61665.10573,345.0485533,3381.166667,6226.399069,15610,7,4641,2320.5,2827.720018,4320,321,20280,6760.0,8004.295035,15610,27,0,0,0,0,72,92,147.8779514,197.1706019,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,1,178.7142857,105.3333333,233.75,0,0,0,0,0,0,3,316,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:17:19,9944,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,201.1263073,9944.0,0.0,9944,9944,9944,9944.0,0.0,9944,9944,0,0.0,0.0,0,0,0,0,0,0,40,0,201.1263073,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
64592,6,21/02/2018 02:22:03,1223,5,2,935,314,935,0,187.0,418.1447118,314,0,157.0,222.0315293,1021259.199,5723.630417,203.8333333,247.1739603,614,3,1223,305.75,465.3639257,991,3,614,614.0,0.0,614,614,0,0,0,0,124,40,4088.307441,1635.322976,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,0,178.4285714,187.0,157.0,0,0,0,0,0,0,5,935,2,314,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
54950,6,21/02/2018 02:32:04,1230,5,2,935,316,935,0,187.0,418.1447118,316,0,158.0,223.4457429,1017073.171,5691.056911,205.0,250.1967226,624,6,1230,307.5,467.463011,996,9,624,624.0,0.0,624,624,0,0,0,0,124,40,4065.04065,1626.01626,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:24:32,466,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4291.845494,466.0,0.0,466,466,466,466.0,0.0,466,466,0,0.0,0.0,0,0,0,0,0,0,40,0,4291.845494,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
50807,6,21/02/2018 02:31:16,18792,5,2,935,273,935,0,187.0,418.1447118,273,0,136.5,193.0401513,64282.67348,372.4989357,3132.0,7029.309041,17460,3,18792,4698.0,8734.487392,17782,6,17460,17460.0,0.0,17460,17460,0,0,0,0,124,40,266.0706684,106.4282673,0,935,151.0,330.8745986,109478.0,0,0,1,1,0,0,0,1,0,172.5714286,187.0,136.5,0,0,0,0,0,0,5,935,2,273,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:27:21,3097,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,645.7862448,3097.0,0.0,3097,3097,3097,3097.0,0.0,3097,3097,0,0.0,0.0,0,0,0,0,0,0,40,0,645.7862448,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
57785,6,21/02/2018 02:19:08,1314,5,2,935,313,935,0,187.0,418.1447118,313,0,156.5,221.3244225,949771.6895,5327.245053,219.0,282.1333018,739,6,1314,328.5,476.2327862,1023,6,739,739.0,0.0,739,739,0,0,0,0,124,40,3805.175038,1522.070015,0,935,156.0,333.2750901,111072.2857,0,0,1,1,0,0,0,1,0,178.2857143,187.0,156.5,0,0,0,0,0,0,5,935,2,313,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:15:15,4655,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,429.6455424,4655.0,0.0,4655,4655,4655,4655.0,0.0,4655,4655,0,0.0,0.0,0,0,0,0,0,0,40,0,429.6455424,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
53576,6,21/02/2018 02:31:20,17282,5,2,935,266,935,0,187.0,418.1447118,266,0,133.0,188.0904038,69494.2715,405.0457123,2880.333333,6719.670637,16593,7,17282,4320.5,8364.169793,16864,7,16593,16593.0,0.0,16593,16593,0,0,0,0,124,40,289.3183659,115.7273464,0,935,150.125,330.5149391,109240.125,0,0,1,1,0,0,0,1,0,171.5714286,187.0,133.0,0,0,0,0,0,0,5,935,2,266,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:15:32,10967,3,4,340,935,340,0,113.3333333,196.2990915,935,0,233.75,467.5,116257.8645,638.2784718,1827.833333,3039.935224,7506,7,7801,3900.5,5098.946999,7506,295,10960,3653.333333,3914.32425,7801,24,0,0,0,0,72,92,273.5479165,364.7305553,0,935,159.375,335.22314,112374.5536,0,0,1,1,0,0,0,1,1,182.1428571,113.3333333,233.75,0,0,0,0,0,0,3,340,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
56475,6,21/02/2018 02:19:52,1367,5,2,935,324,935,0,187.0,418.1447118,324,0,162.0,229.1025971,920994.8793,5120.702268,227.8333333,270.9386769,689,6,1367,341.75,448.0955069,970,6,689,689.0,0.0,689,689,0,0,0,0,124,40,3657.644477,1463.057791,0,935,157.375,334.0371825,111580.8393,0,0,1,1,0,0,0,1,0,179.8571429,187.0,162.0,0,0,0,0,0,0,5,935,2,324,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
54335,6,21/02/2018 02:25:46,1109,5,2,935,266,935,0,187.0,418.1447118,266,0,133.0,188.0904038,1082957.619,6311.992786,184.8333333,224.36347,573,5,1109,277.25,409.6619541,877,5,573,573.0,0.0,573,573,0,0,0,0,124,40,4508.566276,1803.42651,0,935,150.125,330.5149391,109240.125,0,0,1,1,0,0,0,1,0,171.5714286,187.0,133.0,0,0,0,0,0,0,5,935,2,266,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
65124,6,21/02/2018 02:29:04,16905,5,2,935,336,935,0,187.0,418.1447118,336,0,168.0,237.5878785,75184.85655,414.0786749,2817.5,6570.784116,16226,7,16905,4226.25,8281.74005,16648,7,16226,16226.0,0.0,16226,16226,0,0,0,0,124,40,295.7704821,118.3081928,0,935,158.875,334.918087,112170.125,0,0,1,1,0,0,0,1,0,181.5714286,187.0,168.0,0,0,0,0,0,0,5,935,2,336,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49362,6,21/02/2018 02:29:27,2874,5,2,935,312,935,0,187.0,418.1447118,312,0,156.0,220.6173157,433890.0487,2435.629784,479.0,915.5518554,2332,5,2874,718.5,1275.769702,2627,5,2332,2332.0,0.0,2332,2332,0,0,0,0,124,40,1739.73556,695.8942241,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187.0,156.0,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:19:42,8282,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,241.4875634,8282.0,0.0,8282,8282,8282,8282.0,0.0,8282,8282,0,0.0,0.0,0,0,0,0,0,0,40,0,241.4875634,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:20:58,1718,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1164.144354,1718.0,0.0,1718,1718,1718,1718.0,0.0,1718,1718,0,0.0,0.0,0,0,0,0,0,0,40,0,1164.144354,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:31:46,10722,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,186.5323634,10722.0,0.0,10722,10722,10722,10722.0,0.0,10722,10722,0,0.0,0.0,0,0,0,0,0,0,40,0,186.5323634,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:12:05,8279,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,241.5750695,8279.0,0.0,8279,8279,8279,8279.0,0.0,8279,8279,0,0.0,0.0,0,0,0,0,0,0,40,0,241.5750695,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:25:32,1639,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1220.256254,1639.0,0.0,1639,1639,1639,1639.0,0.0,1639,1639,0,0.0,0.0,0,0,0,0,0,0,40,0,1220.256254,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
52185,6,21/02/2018 02:31:58,3241,5,2,935,284,935,0,187.0,418.1447118,284,0,142.0,200.8183259,376118.482,2159.827214,540.1666667,827.0098951,2102,7,3241,810.25,1003.799905,2102,7,820,820.0,0.0,820,820,0,0,0,0,124,40,1542.733724,617.0934897,0,935,152.375,331.4763243,109876.5536,0,0,1,1,0,0,0,1,0,174.1428571,187.0,142.0,0,0,0,0,0,0,5,935,2,284,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:17:02,12755,3,4,287,935,287,0,95.66666667,165.6995273,935,0,233.75,467.5,95805.56644,548.8043904,2125.833333,4911.649231,12148,6,12439,6219.5,8384.165105,12148,291,12749,4249.666667,7094.218797,12440,25,0,0,0,0,72,92,235.2018816,313.6025088,0,935,152.75,331.6481569,109990.5,0,0,1,1,0,0,0,1,1,174.5714286,95.66666667,233.75,0,0,0,0,0,0,3,287,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
58810,6,21/02/2018 02:26:33,15266,5,2,935,249,935,0,187.0,418.1447118,249,0,124.5,176.0695885,77557.97196,458.5353072,2544.333333,5810.409062,14398,4,15266,3816.5,7331.452494,14810,10,14398,14398.0,0.0,14398,14398,0,0,0,0,124,40,327.5252194,131.0100878,0,935,148.0,329.7171948,108713.4286,0,0,1,1,0,0,0,1,0,169.1428571,187.0,124.5,0,0,0,0,0,0,5,935,2,249,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:31:22,1873,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1067.805659,1873.0,0.0,1873,1873,1873,1873.0,0.0,1873,1873,0,0.0,0.0,0,0,0,0,0,0,40,0,1067.805659,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:28:17,1570,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1273.88535,1570.0,0.0,1570,1570,1570,1570.0,0.0,1570,1570,0,0.0,0.0,0,0,0,0,0,0,40,0,1273.88535,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:15,21311,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,93.84824738,21311.0,0.0,21311,21311,21311,21311.0,0.0,21311,21311,0,0.0,0.0,0,0,0,0,0,0,40,0,93.84824738,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:19:39,6144,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,325.5208333,6144.0,0.0,6144,6144,6144,6144.0,0.0,6144,6144,0,0.0,0.0,0,0,0,0,0,0,40,0,325.5208333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:20:02,6396,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,312.6954346,6396.0,0.0,6396,6396,6396,6396.0,0.0,6396,6396,0,0.0,0.0,0,0,0,0,0,0,40,0,312.6954346,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:26:55,1409,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1419.446416,1409.0,0.0,1409,1409,1409,1409.0,0.0,1409,1409,0,0.0,0.0,0,0,0,0,0,0,40,0,1419.446416,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
